time,ax,ay,az
23.843,-1.00,-1.18,-0.25
23.848,-0.82,-0.80,0.04
23.853,-0.53,-0.55,0.29
23.858,-0.20,-0.40,0.42
23.863,0.04,-0.22,0.43
23.868,0.32,-0.03,0.38
23.873,0.77,-0.11,0.44
23.878,1.19,-0.37,0.44
23.884,1.52,-0.67,0.23
23.889,1.86,-1.05,0.03
23.893,2.18,-1.42,-0.11
23.898,2.51,-1.78,-0.36
23.903,2.69,-2.04,-0.52
23.908,2.73,-2.18,-0.37
23.914,2.63,-2.10,-0.09
23.919,2.33,-2.01,0.21
23.923,1.98,-1.90,0.45
23.928,1.61,-1.58,0.58
23.949,1.42,-1.41,0.83
23.950,1.42,-1.51,1.02
23.951,1.30,-1.62,1.08
23.952,1.10,-1.80,1.05
23.953,0.97,-1.94,0.90
23.959,0.83,-1.99,0.72
23.963,0.67,-1.99,0.53
23.968,0.46,-1.89,0.34
23.973,0.31,-1.92,0.01
23.978,0.18,-1.91,-0.13
23.983,0.04,-1.89,-0.22
23.989,-0.02,-1.99,-0.35
23.994,-0.23,-1.93,-0.32
23.999,-0.60,-1.57,-0.43
24.005,-0.59,-1.36,-0.45
24.009,-0.57,-1.24,-0.49
24.014,-0.55,-1.14,-0.54
24.039,-0.52,-0.78,-0.68
24.040,-0.54,-0.37,-0.89
24.040,-0.30,-0.13,-0.98
24.041,-0.04,0.07,-1.06
24.041,0.36,0.25,-1.07
24.044,0.72,0.28,-0.96
24.049,0.98,0.32,-0.81
24.054,1.25,0.31,-0.66
24.059,1.42,0.06,-0.43
24.064,1.32,-0.28,-0.27
24.069,1.02,-0.50,-0.08
24.074,0.51,-0.53,0.08
24.079,-0.12,-0.34,0.22
24.084,-0.52,-0.22,0.27
24.090,-0.97,-0.22,0.28
24.094,-1.08,-0.43,0.15
24.099,-0.91,-0.56,-0.04
24.106,-0.97,-0.51,-0.17
24.109,-1.31,-0.30,-0.13
24.114,-1.60,0.01,-0.14
24.130,-1.87,0.15,0.13
24.132,-2.32,0.31,0.45
24.133,-2.71,0.44,0.50
24.134,-2.96,0.61,0.80
24.139,-3.30,0.56,0.97
24.144,-3.94,0.47,0.68
24.150,-4.75,0.06,0.08
24.154,-5.44,-0.33,-0.45
24.160,-5.74,-0.30,-1.06
24.165,-5.66,-0.20,-1.43
24.170,-5.45,0.10,-1.50
24.175,-5.12,0.37,-1.52
24.180,-4.64,0.70,-1.29
24.185,-4.00,0.91,-1.22
24.190,-3.34,1.04,-0.97
24.195,-2.57,1.08,-0.56
24.200,-1.80,1.23,-0.48
24.206,-1.06,1.08,-0.74
24.210,-0.56,1.04,-0.94
24.215,-0.48,1.10,-1.16
24.238,-0.65,1.27,-1.28
24.239,-0.64,1.35,-1.10
24.240,-1.02,1.50,-0.86
24.240,-1.23,1.72,-0.44
24.240,-1.21,1.61,-0.23
24.245,-1.38,1.57,0.17
24.250,-1.66,1.60,0.65
24.255,-1.84,1.59,0.97
24.260,-2.14,1.74,1.46
24.265,-2.25,1.88,1.93
24.270,-2.40,2.03,2.17
24.275,-2.39,2.01,2.30
24.280,-2.24,2.05,2.45
24.285,-1.94,1.99,2.59
24.290,-1.70,1.91,2.65
24.296,-1.26,1.85,2.56
24.301,-0.99,1.89,2.53
24.307,-0.61,1.88,2.51
24.308,-0.30,2.03,2.53
24.311,-0.06,2.00,2.34
24.316,0.23,1.88,2.28
24.342,0.62,1.77,2.21
24.343,0.91,1.65,2.13
24.343,0.99,1.61,2.25
24.343,0.92,1.65,2.17
24.344,0.76,1.62,2.15
24.346,0.50,1.76,2.25
24.351,0.20,1.79,2.13
24.356,0.13,1.74,1.91
24.361,0.04,1.90,1.73
24.366,-0.05,1.71,1.64
24.371,-0.13,1.55,1.75
24.376,-0.18,1.45,1.70
24.381,-0.17,1.36,1.64
24.387,-0.10,1.19,1.50
24.391,-0.06,1.07,1.31
24.397,-0.05,0.78,1.06
24.401,-0.08,0.54,0.82
24.407,-0.10,0.41,0.48
24.411,-0.22,0.47,0.33
24.416,-0.26,0.51,0.26
24.440,-0.30,0.51,0.14
24.442,-0.20,0.36,0.07
24.442,-0.10,0.34,-0.10
24.443,0.19,0.44,-0.26
24.443,0.43,0.45,-0.34
24.446,0.67,0.41,-0.66
24.451,0.97,0.49,-0.68
24.457,1.31,0.67,-0.48
24.462,1.67,0.82,-0.15
24.467,2.12,0.87,0.11
24.472,2.48,0.71,0.32
24.477,2.79,0.52,0.46
24.482,3.04,0.42,0.50
24.487,3.14,0.32,0.57
24.492,3.01,0.28,0.77
24.497,2.97,0.11,0.39
24.502,3.00,-0.05,-0.02
24.508,2.87,-0.13,-0.49
24.512,2.55,-0.14,-0.94
24.517,2.24,-0.09,-1.12
24.542,1.99,0.16,-1.10
24.543,1.77,0.37,-1.03
24.543,1.65,0.56,-0.82
24.544,1.69,0.77,-0.34
24.544,1.75,0.80,-0.00
24.547,1.82,0.68,0.28
24.552,1.88,0.49,0.52
24.557,1.88,0.16,0.46
24.562,1.78,-0.06,0.14
24.567,1.72,-0.14,-0.18
24.572,1.73,-0.16,-0.58
24.577,1.66,0.04,-0.93
24.582,1.44,0.32,-1.05
24.587,-0.26,2.08,0.62
24.593,-0.48,1.72,1.57
24.598,1.22,-0.41,0.26
24.603,2.79,-1.70,-1.16
24.608,3.41,-2.00,-2.11
24.612,2.80,-1.52,-2.59
24.617,1.84,-0.84,-2.96
24.642,1.40,-0.29,-3.40
24.643,1.40,0.01,-3.61
24.643,1.53,0.04,-3.58
24.644,1.52,0.02,-3.29
24.644,1.35,0.05,-2.91
24.648,1.21,0.08,-2.62
24.653,-0.05,0.74,-1.89
24.658,-0.83,1.24,-1.12
24.663,0.04,0.53,-1.30
24.668,0.82,-0.67,-1.81
24.673,1.13,-1.33,-2.16
24.678,0.79,-1.14,-2.35
24.683,-0.07,-0.88,-1.85
24.688,-1.56,-1.52,0.70
24.693,-4.90,-3.56,6.37
24.698,-9.12,-4.92,10.49
24.703,-9.01,-3.85,6.69
24.713,-5.60,-2.22,-0.07
24.714,-3.80,-1.22,-2.90
24.718,-2.42,-0.61,-3.13
24.745,-1.12,-0.39,-2.38
24.746,-0.17,-0.47,-1.48
24.747,0.12,-0.48,-0.89
24.747,-0.34,0.12,-0.48
24.747,-0.86,0.53,-0.67
24.748,-0.44,-0.25,-1.39
24.753,-0.02,-0.93,-2.11
24.758,0.28,-1.41,-2.53
24.763,0.30,-1.62,-2.56
24.768,0.33,-1.76,-1.81
24.774,0.18,-1.79,-0.44
24.779,0.05,-1.61,0.58
24.784,-0.07,-1.29,0.43
24.789,-0.10,-1.20,-0.04
24.794,0.04,-1.13,0.20
24.801,-0.05,-0.83,1.31
24.805,-0.11,-0.66,1.19
24.814,-0.23,-0.48,0.65
24.815,-0.27,-0.36,0.71
24.819,-0.25,-0.28,1.12
24.824,-0.13,-0.28,1.83
24.880,0.17,-0.18,2.31
24.882,0.26,-0.22,2.40
24.884,0.24,-0.23,2.16
24.885,0.11,-0.18,1.67
24.886,-0.16,-0.13,1.15
24.887,-0.51,-0.08,0.66
24.888,-0.74,-0.15,0.25
24.890,-0.90,-0.35,-0.05
24.891,-1.00,-0.56,-0.49
24.892,-1.14,-0.70,-0.88
24.894,-1.35,-0.77,-1.02
24.895,-1.45,-0.95,-1.08
24.897,-1.32,-1.14,-1.14
24.898,-1.02,-1.44,-1.02
24.901,-0.68,-1.70,-0.99
24.905,-0.13,-1.98,-0.79
24.910,0.23,-2.03,-0.42
24.915,0.56,-2.01,-0.08
24.920,0.82,-1.67,0.13
24.925,1.04,-1.30,0.16
24.932,1.20,-0.90,0.15
24.935,1.31,-0.73,0.05
24.940,1.41,-0.57,-0.12
25.016,1.28,-0.37,-0.22
25.018,1.21,-0.37,-0.27
25.020,0.84,-0.44,-0.33
25.021,0.39,-0.30,-0.38
25.022,-0.19,-0.17,-0.49
25.024,-0.60,-0.14,-0.43
25.026,-0.98,-0.01,-0.51
25.028,-1.31,-0.09,-0.50
25.030,-1.30,-0.27,-0.78
25.033,-1.17,-0.29,-0.66
25.034,-0.97,-0.45,-0.60
25.035,-0.92,-0.59,-0.47
25.036,-0.91,-0.71,-0.20
25.037,-0.88,-0.78,-0.34
25.038,-0.62,-0.70,-0.06
25.038,-0.43,-0.80,0.13
25.039,-0.21,-0.63,0.24
25.041,-0.06,-0.36,0.32
25.041,0.26,0.02,0.17
25.042,0.44,0.21,0.01
25.046,0.76,0.32,-0.39
25.051,0.92,0.56,-0.76
25.056,1.02,0.62,-0.96
25.068,1.01,0.70,-1.20
25.071,1.01,0.71,-1.41
25.072,0.69,0.72,-1.42
25.077,0.61,0.61,-1.39
25.118,0.38,0.64,-1.02
25.120,0.05,0.49,-0.56
25.120,-0.21,0.38,-0.42
25.121,-0.46,0.24,-0.30
25.122,-0.68,0.06,-0.29
25.122,-0.78,0.01,-0.23
25.123,-0.93,-0.07,-0.35
25.123,-1.20,-0.12,-0.56
25.123,-1.22,-0.16,-0.84
25.124,-0.86,-0.17,-1.02
25.126,-0.45,-0.16,-1.17
25.131,-0.39,0.10,-1.28
25.136,-0.30,0.21,-1.22
25.141,-0.36,0.26,-1.46
25.146,-0.35,0.32,-1.38
25.151,-0.21,0.42,-1.14
25.156,-0.12,0.34,-0.92
25.184,-0.06,0.26,-0.86
25.185,0.01,0.29,-0.80
25.187,0.15,0.20,-0.75
25.187,0.15,0.16,-0.50
25.188,0.06,0.05,-0.06
25.188,0.05,-0.02,0.26
25.191,-0.00,-0.09,0.35
25.196,-0.03,0.03,0.30
25.202,-0.20,0.16,0.11
25.206,-0.24,0.32,-0.10
25.218,-0.26,0.60,-0.30
25.220,-0.26,0.73,-0.35
25.221,-0.30,0.89,-0.39
25.227,-0.43,0.95,-0.44
25.260,-0.33,0.98,-0.56
25.262,-0.23,1.03,-0.55
25.263,-0.20,0.84,-0.45
25.265,-0.13,0.79,-0.39
25.266,-0.19,0.74,-0.13
25.267,-0.19,0.73,-0.16
25.267,-0.11,0.84,-0.26
25.267,-0.07,1.01,-0.38
25.272,-0.05,1.21,-0.41
25.276,0.00,1.28,-0.44
25.282,0.14,1.31,-0.37
25.287,0.21,1.43,-0.39
25.292,0.26,1.48,-0.41
25.297,0.28,1.50,-0.19
25.302,0.23,1.48,-0.00
25.307,0.34,1.43,0.16
25.323,0.37,1.24,0.26
25.324,0.28,1.14,0.35
25.324,0.22,1.08,0.47
25.327,0.16,1.01,0.33
25.375,0.12,0.92,0.20
25.377,0.37,0.59,0.06
25.379,0.46,0.36,-0.09
25.380,0.25,0.33,-0.19
25.381,0.03,0.39,-0.19
25.382,-0.07,0.41,-0.07
25.385,-0.15,0.42,0.19
25.387,-0.27,0.43,0.29
25.388,-0.37,0.52,0.24
25.389,-0.39,0.48,-0.02
25.390,-0.23,0.42,-1.67
25.390,-0.21,0.40,-1.96
25.393,-0.20,0.17,-1.18
25.398,-0.24,0.06,-0.89
25.403,-0.38,0.11,-0.74
25.408,-0.29,0.03,-0.67
25.417,-0.37,0.05,-0.61
25.419,-0.59,0.19,-0.42
25.423,-0.64,0.21,-0.13
25.428,-0.63,0.22,0.20
25.457,-0.54,0.23,0.48
25.458,-0.50,0.17,0.56
25.459,-0.47,0.13,0.67
25.460,-0.28,0.05,0.77
25.461,-0.13,0.04,0.84
25.462,-0.12,0.19,0.79
25.463,-0.19,0.41,0.62
25.482,-0.22,0.59,0.48
25.484,-0.15,0.67,0.26
25.484,-0.09,0.72,-0.09
25.485,0.05,0.67,-0.46
25.505,0.21,0.45,-0.60
25.506,0.26,0.15,-0.52
25.507,0.20,-0.07,-0.48
25.508,0.12,-0.12,-0.46
25.509,0.08,-0.04,-0.37
25.528,-0.23,0.12,-0.44
25.529,-0.61,0.29,-0.61
25.530,-0.54,0.36,-0.62
25.531,-0.31,0.41,-0.49
25.534,-0.16,0.44,-0.44
25.538,0.02,0.48,-0.31
25.543,0.18,0.55,-0.09
25.551,0.22,0.58,-0.02
25.553,0.15,0.49,-0.03
25.558,0.01,0.39,-0.07
25.572,0.17,0.47,-0.08
25.574,0.28,0.63,-0.05
25.575,0.27,0.81,-0.07
25.579,0.20,1.01,-0.12
25.584,0.16,1.07,-0.19
25.589,0.09,1.11,-0.31
25.594,-0.04,1.09,-0.41
25.600,-0.04,0.95,-0.52
25.604,0.07,0.83,-0.51
25.609,0.14,0.71,-0.42
25.635,0.28,0.70,-0.21
25.636,0.35,1.09,-0.07
25.638,0.12,1.07,-0.03
25.639,0.13,1.50,-0.06
25.640,-0.20,1.31,0.00
25.640,-0.73,0.51,-0.13
25.644,-0.44,0.23,-0.12
25.649,-0.03,-0.03,0.03
25.654,0.16,-0.03,0.28
25.659,0.13,0.00,0.33
25.664,0.02,-0.04,0.52
25.669,-0.06,-0.00,0.71
25.674,-0.26,-0.00,0.98
25.679,-0.44,0.01,0.96
25.684,-0.46,0.06,0.91
25.689,-0.47,0.29,0.79
25.695,-0.41,0.44,0.74
25.702,-0.39,0.61,0.77
25.705,-0.36,0.69,0.63
25.709,-0.33,0.79,0.31
25.715,-0.23,0.80,0.15
25.749,-0.29,0.96,-0.21
25.750,-0.46,1.05,-0.46
25.750,-0.52,1.02,-0.55
25.750,-0.36,0.87,-0.56
25.751,-0.41,0.67,-0.55
25.752,-0.32,0.48,-0.56
25.753,-0.37,0.25,-0.70
25.755,-0.30,0.06,-0.74
25.760,-0.42,-0.11,-0.58
25.769,-0.43,-0.15,-0.44
25.770,-0.31,-0.28,-0.03
25.775,-0.43,-0.24,0.15
25.780,-0.42,-0.13,0.48
25.785,-0.45,-0.08,0.62
25.790,-0.44,-0.16,0.73
25.795,-0.11,-0.08,0.79
25.819,-0.19,0.16,0.50
25.821,-0.61,-0.09,-0.01
25.821,-0.48,-0.28,0.00
25.821,-0.30,-0.49,-0.05
25.822,-0.22,-0.42,-0.31
25.825,-0.08,-0.38,-0.35
25.830,-0.10,-0.13,-0.57
25.844,-0.27,-0.25,-0.75
25.845,-0.19,-0.28,-0.95
25.847,-0.27,-0.15,-0.76
25.850,-0.27,-0.03,-0.60
25.855,-0.37,-0.01,-0.44
25.860,-0.45,0.09,-0.08
25.865,-0.42,0.17,0.10
25.871,-0.42,0.56,0.35
25.875,-0.43,0.88,0.61
25.881,-0.43,1.02,0.87
25.885,-0.30,1.15,0.88
25.890,-0.01,1.30,0.84
25.895,0.31,1.22,0.61
25.902,0.69,1.21,0.38
25.905,0.91,1.06,0.17
25.911,1.13,1.15,-0.05
25.911,1.24,1.18,-0.06
25.915,1.22,1.17,-0.17
25.933,1.23,1.22,-0.24
25.934,1.14,1.37,-0.29
25.934,1.26,1.41,-0.16
25.936,1.28,1.44,-0.03
25.941,1.27,1.29,0.13
25.946,1.35,1.05,0.13
25.951,1.25,0.89,0.12
25.956,1.09,0.72,-0.11
25.961,0.95,0.57,-0.29
25.967,0.81,0.51,-0.47
25.972,0.89,0.30,-0.75
25.976,1.02,0.00,-0.92
25.981,0.78,0.03,-1.02
25.986,0.46,0.18,-1.10
25.993,0.21,0.35,-1.21
25.996,-0.10,0.60,-1.18
26.003,-0.22,0.79,-1.02
26.006,-0.17,0.89,-0.92
26.011,0.08,0.96,-0.62
26.016,0.33,1.00,-0.45
26.034,0.56,0.93,-0.32
26.035,0.84,0.83,-0.20
26.035,1.13,0.69,-0.03
26.036,1.42,0.63,0.20
26.041,1.43,0.50,0.24
26.046,1.41,0.49,0.32
26.051,1.34,0.53,0.35
26.056,1.07,0.65,0.44
26.061,0.79,0.78,0.46
26.066,0.49,0.99,0.55
26.072,0.41,1.02,0.59
26.076,0.15,0.89,0.43
26.082,-0.23,0.91,0.15
26.087,-0.46,0.87,-0.01
26.092,-0.58,0.74,-0.10
26.097,-0.65,0.68,-0.30
26.105,-0.49,0.54,-0.48
26.107,-0.18,0.36,-0.62
26.112,0.08,0.14,-0.72
26.117,0.20,-0.06,-0.67
26.137,0.13,-0.22,-0.71
26.137,0.00,-0.30,-0.59
26.138,-0.04,-0.18,-0.37
26.139,-0.05,0.05,-0.29
26.142,0.01,0.20,-0.16
26.147,0.08,0.29,-0.08
26.152,0.21,0.40,-0.08
26.157,0.10,0.52,-0.22
26.163,0.02,0.70,-0.22
26.168,0.06,0.86,-0.16
26.172,0.08,0.98,-0.08
26.177,0.11,0.95,0.07
26.183,0.13,0.88,0.13
26.187,0.19,0.73,0.28
26.192,0.26,0.50,0.51
26.197,0.21,0.37,0.63
26.205,-0.17,0.34,0.48
26.208,-0.47,0.45,0.25
26.212,-0.49,0.57,-0.02
26.217,-0.52,0.63,-0.20
26.223,-0.47,0.55,-0.23
26.237,-0.27,0.43,-0.29
26.238,-0.09,0.36,-0.39
26.239,0.05,0.19,-0.60
26.243,0.22,0.03,-0.71
26.247,0.29,-0.03,-0.71
26.253,0.31,-0.06,-0.80
26.258,0.30,-0.04,-0.76
26.263,0.20,0.15,-0.69
26.268,0.16,0.33,-0.61
26.273,0.14,0.41,-0.56
26.278,0.06,0.46,-0.18
26.283,0.04,0.48,0.63
26.288,-0.00,0.62,1.00
26.293,-0.15,0.66,0.76
26.300,-0.27,0.65,0.42
26.305,-0.31,0.60,0.29
26.308,-0.30,0.54,0.43
26.313,-0.24,0.60,0.72
26.318,-0.20,0.50,0.87
26.341,-0.19,0.42,0.82
26.342,-0.23,0.39,0.72
26.342,-0.24,0.38,0.66
26.343,-0.08,0.43,0.79
26.343,0.04,0.46,0.86
26.348,0.02,0.52,0.69
26.354,0.07,0.59,0.53
26.359,0.12,0.60,0.39
26.364,0.10,0.50,0.21
26.368,0.01,0.57,0.01
26.373,-0.03,0.52,-0.23
26.378,0.02,0.45,-0.51
26.383,0.07,0.37,-0.70
26.389,0.03,0.33,-0.89
26.393,0.14,0.35,-0.89
26.398,0.26,0.31,-0.89
26.406,0.31,0.24,-0.68
26.409,0.30,0.13,-0.45
26.414,0.26,0.14,-0.23
26.418,0.32,0.11,0.01
26.438,0.37,0.09,0.11
26.439,0.39,0.21,0.31
26.439,0.48,0.19,0.50
26.440,0.42,0.29,0.55
26.444,0.39,0.30,0.62
26.449,0.27,0.27,0.62
26.454,0.16,0.36,0.62
26.459,0.05,0.42,0.58
26.464,-0.07,0.48,0.60
26.469,-0.18,0.55,0.37
26.474,-0.19,0.59,0.10
26.479,-0.25,0.50,-0.13
26.484,-0.23,0.55,-0.27
26.489,-0.09,0.53,-0.51
26.494,0.05,0.55,-0.56
26.499,0.08,0.52,-0.48
26.508,0.06,0.43,-0.33
26.509,0.01,0.35,-0.28
26.514,-0.03,0.38,-0.20
26.519,0.03,0.36,-0.15
26.538,-0.03,0.42,-0.04
26.539,0.01,0.40,0.03
26.540,0.07,0.32,0.01
26.540,0.14,0.37,0.05
26.544,0.14,0.28,-0.03
26.550,0.12,0.35,0.19
26.555,0.11,0.24,0.17
26.563,0.19,0.25,0.18
26.564,0.15,0.24,0.26
26.569,0.15,0.27,0.29
26.575,0.13,0.32,0.26
26.580,-0.01,0.34,0.22
26.585,-0.04,0.40,0.15
26.590,0.03,0.48,-0.03
26.595,-0.06,0.62,-0.09
26.600,0.03,0.64,-0.02
26.607,-0.02,0.66,-0.16
26.613,-0.09,0.61,-0.06
26.615,-0.14,0.51,-0.11
26.620,-0.03,0.49,-0.12
26.635,0.07,0.41,-0.18
26.636,0.16,0.34,-0.17
26.637,0.17,0.29,-0.13
26.641,0.19,0.30,-0.04
26.645,0.14,0.36,0.04
26.650,0.03,0.45,0.12
26.656,0.10,0.33,-0.01
26.661,0.14,0.38,0.03
26.666,0.09,0.43,0.23
26.670,0.12,0.29,0.22
26.675,0.13,0.39,0.31
26.680,0.12,0.36,0.28
26.686,-0.01,0.34,0.10
26.692,0.03,0.47,0.18
26.698,-0.06,0.41,0.08
26.701,-0.06,0.41,-0.11
26.714,-0.06,0.39,-0.12
26.716,-0.09,0.48,-0.24
26.717,-0.32,0.64,-0.48
26.723,-0.18,0.62,-0.42
26.725,-0.08,0.49,-0.37
26.728,0.09,0.41,-0.26
26.740,0.17,0.33,-0.21
26.742,0.21,0.38,-0.22
26.744,0.18,0.35,-0.14
26.746,0.18,0.27,-0.05
26.752,0.17,0.32,0.10
26.756,0.04,0.32,0.16
26.763,0.10,0.31,0.17
26.766,0.11,0.31,0.24
26.771,0.19,0.33,0.27
26.776,0.16,0.31,0.30
26.781,0.20,0.32,0.22
26.786,0.21,0.38,0.15
26.793,0.19,0.37,0.11
26.796,0.14,0.44,0.05
26.801,0.06,0.53,-0.01
26.806,0.00,0.57,-0.01
26.811,-0.09,0.58,-0.02
26.816,-0.09,0.63,-0.11
26.821,-0.01,0.62,-0.17
26.833,0.01,0.69,-0.18
26.834,0.12,0.55,-0.19
26.836,0.18,0.35,-0.20
26.861,0.18,0.24,-0.20
26.863,0.09,0.30,-0.29
26.863,0.14,0.38,-0.25
26.864,0.09,0.40,-0.18
26.865,-0.01,0.36,-0.14
26.867,-0.10,0.30,-0.04
26.872,-0.20,0.36,-0.05
26.877,-0.24,0.43,0.07
26.882,-0.24,0.39,0.11
26.887,-0.12,0.41,-0.00
26.892,-0.05,0.44,-0.02
26.897,-0.01,0.36,0.01
26.903,0.08,0.36,-0.07
26.907,0.02,0.42,-0.19
26.916,0.01,0.47,-0.32
26.918,-0.00,0.39,-0.38
26.922,-0.01,0.45,-0.43
26.948,0.00,0.45,-0.34
26.950,0.05,0.39,-0.20
26.952,0.03,0.37,-0.14
26.953,0.09,0.32,-0.12
26.954,0.13,0.29,0.02
26.956,0.08,0.31,0.08
26.958,0.11,0.26,0.06
26.962,0.15,0.25,0.08
26.967,0.07,0.30,0.11
26.972,0.02,0.34,0.10
26.978,0.08,0.42,0.12
26.983,0.11,0.50,0.10
26.988,0.09,0.46,0.09
26.993,0.07,0.40,0.07
26.998,0.12,0.42,0.10
27.007,0.10,0.39,0.07
27.009,0.12,0.31,0.10
27.013,0.18,0.33,0.13
27.018,0.19,0.33,0.13
27.023,0.24,0.33,0.10
27.031,0.25,0.36,0.08
27.035,0.19,0.34,0.13
27.038,0.17,0.34,0.20
27.084,0.15,0.44,0.26
27.085,0.10,0.45,0.19
27.087,0.07,0.39,0.11
27.088,0.07,0.39,0.04
27.090,0.08,0.42,-0.07
27.092,0.08,0.37,-0.19
27.093,0.12,0.36,-0.27
27.094,0.11,0.43,-0.29
27.095,0.07,0.45,-0.27
27.098,0.02,0.45,-0.26
27.099,-0.01,0.45,-0.30
27.101,0.04,0.40,-0.20
27.103,0.01,0.36,-0.12
27.108,-0.04,0.42,-0.14
27.113,0.01,0.46,-0.15
27.122,0.07,0.48,-0.14
27.123,0.06,0.47,-0.09
27.128,0.06,0.43,0.01
27.133,-0.00,0.45,0.04
27.138,-0.05,0.48,0.07
27.154,-0.02,0.44,0.11
27.155,-0.04,0.47,0.05
27.156,-0.00,0.50,-0.01
27.158,-0.03,0.52,-0.09
27.164,-0.02,0.52,-0.11
27.168,0.02,0.45,-0.00
27.173,0.01,0.47,0.15
27.182,0.02,0.38,0.20
27.184,0.01,0.46,0.19
27.188,0.04,0.50,0.15
27.194,0.06,0.46,0.16
27.199,0.08,0.40,0.15
27.203,0.09,0.34,-0.03
27.211,0.05,0.37,-0.17
27.214,0.10,0.37,-0.28
27.219,0.13,0.35,-0.50
27.224,0.15,0.28,-0.79
27.230,0.08,0.34,-1.66
27.234,0.05,0.57,-2.55
27.242,-0.27,0.67,-1.41
27.260,-0.51,0.63,-0.48
27.261,-0.45,0.48,0.05
27.261,-0.30,0.52,0.57
27.262,-0.17,0.51,0.85
27.265,-0.05,0.50,1.04
27.272,-0.04,0.56,1.15
27.274,-0.00,0.52,1.23
27.279,0.15,0.55,1.00
27.284,0.26,0.59,0.85
27.289,0.21,0.39,0.72
27.295,0.07,0.34,0.73
27.302,0.01,0.33,0.54
27.304,-0.07,0.24,0.37
27.309,-0.07,0.30,0.19
27.314,-0.09,0.45,-0.03
27.320,-0.00,0.48,-0.16
27.324,0.08,0.60,-0.19
27.333,0.07,0.53,-0.30
