time,ax,ay,az
11.905,1.07,-0.21,0.17
11.941,1.03,-0.13,0.14
11.943,0.97,-0.06,0.19
11.945,0.89,-0.06,0.11
11.946,0.82,-0.08,0.03
11.947,0.64,-0.13,0.07
11.948,0.56,-0.06,0.14
11.950,0.47,-0.08,0.17
11.951,0.47,-0.16,0.06
11.952,0.32,-0.20,0.08
11.955,0.21,-0.17,0.18
11.960,0.16,-0.26,0.08
11.965,0.03,-0.28,0.01
11.970,-0.08,-0.28,0.05
11.975,-0.07,-0.25,-0.06
11.980,-0.04,-0.30,0.03
11.985,-0.00,-0.31,0.02
11.993,0.02,-0.32,0.13
11.996,0.04,-0.35,0.03
12.000,0.05,-0.37,0.08
12.058,0.05,-0.39,0.05
12.063,0.17,-0.27,0.01
12.064,0.20,-0.32,0.08
12.066,0.25,-0.31,0.08
12.067,0.28,-0.28,-0.04
12.068,0.38,-0.24,-0.08
12.069,0.38,-0.20,-0.22
12.071,0.35,-0.23,-0.19
12.072,0.36,-0.24,-0.27
12.073,0.36,-0.24,-0.20
12.074,0.34,-0.25,-0.07
12.076,0.38,-0.26,-0.08
12.077,0.43,-0.28,-0.14
12.078,0.31,-0.22,-0.11
12.079,0.36,-0.21,-0.26
12.081,0.31,-0.19,-0.20
12.086,0.34,-0.14,-0.24
12.095,0.23,-0.15,-0.23
12.097,0.28,-0.21,-0.29
12.101,0.23,-0.24,-0.26
12.166,0.26,-0.27,-0.23
12.168,0.24,-0.24,-0.20
12.170,0.09,-0.23,-0.17
12.171,0.10,-0.26,-0.18
12.173,0.08,-0.38,-0.17
12.174,-0.06,-0.28,-0.08
12.176,-0.08,-0.31,-0.15
12.179,-0.05,-0.25,-0.24
12.181,-0.13,-0.31,0.01
12.182,-0.15,-0.31,0.04
12.184,-0.13,-0.29,0.05
12.185,-0.13,-0.33,0.08
12.187,-0.09,-0.28,0.03
12.188,-0.06,-0.21,-0.01
12.189,-0.09,-0.26,-0.08
12.191,-0.06,-0.24,-0.18
12.192,-0.05,-0.21,-0.15
12.193,-0.04,-0.24,-0.24
12.195,-0.09,-0.36,-0.08
12.198,-0.10,-0.29,-0.00
12.202,-0.13,-0.16,0.00
12.207,-0.08,-0.23,0.10
12.213,-0.11,-0.26,0.06
12.217,0.06,-0.22,-0.11
12.222,0.06,-0.22,-0.08
12.228,0.13,-0.25,-0.06
12.241,0.13,-0.15,-0.06
12.243,0.13,-0.13,-0.07
12.244,0.15,-0.17,-0.05
12.247,0.19,-0.27,0.06
12.252,0.18,-0.28,-0.07
12.334,0.20,-0.25,-0.05
12.337,0.18,-0.23,-0.10
12.339,0.20,-0.15,-0.10
12.341,0.24,-0.20,-0.15
12.343,0.24,-0.20,-0.16
12.345,0.26,-0.18,-0.22
12.350,0.20,-0.15,-0.17
12.352,0.15,-0.14,-0.09
12.353,0.09,-0.15,-0.03
12.354,0.08,-0.16,0.04
12.355,0.06,-0.15,0.01
12.356,0.02,-0.15,-0.01
12.358,-0.02,-0.14,-0.11
12.359,0.00,-0.18,-0.16
12.360,-0.10,-0.26,-0.23
12.360,-0.14,-0.25,-0.20
12.362,-0.24,-0.27,-0.13
12.363,-0.25,-0.24,-0.16
12.364,-0.22,-0.24,-0.22
12.364,-0.20,-0.26,-0.25
12.365,-0.17,-0.39,-0.25
12.366,-0.07,-0.31,-0.19
12.367,-0.04,-0.31,-0.29
12.373,-0.04,-0.34,-0.40
12.383,0.05,-0.37,-0.44
12.385,0.07,-0.36,-0.44
12.389,0.10,-0.33,-0.44
12.429,0.04,-0.31,-0.38
12.430,0.01,-0.31,-0.36
12.431,-0.02,-0.29,-0.25
12.432,0.01,-0.27,-0.24
12.433,0.06,-0.28,-0.28
12.433,0.00,-0.29,-0.40
12.434,-0.05,-0.32,-0.51
12.434,-0.02,-0.26,-0.45
12.437,-0.04,-0.24,-0.46
12.438,-0.09,-0.26,-0.51
12.445,-0.13,-0.28,-0.61
12.448,-0.11,-0.27,-0.68
12.452,-0.05,-0.27,-0.66
12.457,-0.01,-0.30,-0.64
12.481,0.04,-0.36,-0.70
12.482,0.06,-0.43,-0.78
12.483,0.05,-0.50,-0.77
12.484,-0.00,-0.43,-0.71
12.484,-0.04,-0.41,-0.66
12.488,-0.00,-0.50,-0.67
12.494,-0.07,-0.58,-0.80
12.498,-0.17,-0.56,-0.84
12.503,-0.16,-0.54,-0.78
12.508,-0.11,-0.56,-0.78
12.514,-0.01,-0.48,-0.70
12.522,0.14,-0.36,-0.51
12.523,0.20,-0.24,-0.16
12.551,0.12,-0.13,0.24
12.553,-0.00,0.01,0.57
12.554,-0.06,0.11,0.86
12.555,-0.14,0.14,1.05
12.556,-0.24,0.19,1.08
12.557,-0.30,0.15,1.02
12.559,-0.42,0.04,0.93
12.564,-0.52,-0.03,0.73
12.568,-0.55,-0.13,0.48
12.573,-0.48,-0.22,0.28
12.581,-0.44,-0.33,0.08
12.583,-0.50,-0.39,-0.25
12.588,-0.47,-0.36,-0.58
12.606,-0.43,-0.36,-0.61
12.607,-0.53,-0.38,-0.73
12.608,-0.52,-0.35,-0.89
12.670,-0.40,-0.31,-0.67
12.673,-0.33,-0.25,-0.47
12.674,-0.27,-0.27,-0.40
12.675,-0.24,-0.31,-0.45
12.677,-0.20,-0.25,-0.36
12.678,-0.12,-0.28,-0.21
12.680,-0.06,-0.33,-0.33
12.683,-0.03,-0.30,-0.31
12.685,0.02,-0.27,-0.23
12.686,0.01,-0.27,-0.31
12.687,-0.06,-0.29,-0.49
12.688,-0.05,-0.23,-0.60
12.689,-0.05,-0.24,-0.61
12.691,-0.04,-0.28,-0.48
12.692,-0.08,-0.27,-0.30
12.693,-0.08,-0.23,-0.07
12.694,-0.08,-0.22,0.07
12.695,-0.10,-0.26,0.14
12.703,-0.13,-0.29,0.16
12.705,-0.15,-0.27,0.22
12.710,-0.09,-0.26,0.19
12.722,-0.04,-0.24,0.06
12.724,0.03,-0.20,-0.07
12.725,0.12,-0.25,-0.14
12.779,0.18,-0.29,-0.31
12.781,0.23,-0.26,-0.36
12.782,0.25,-0.27,-0.36
12.783,0.26,-0.26,-0.30
12.784,0.25,-0.29,-0.18
12.784,0.29,-0.23,-0.23
12.785,0.18,-0.24,-0.20
12.785,0.17,-0.27,-0.20
12.786,0.08,-0.30,-0.19
12.786,0.02,-0.34,-0.24
12.787,0.00,-0.28,-0.24
12.787,0.01,-0.34,-0.20
12.793,-0.05,-0.29,-0.28
12.795,-0.12,-0.28,-0.22
12.800,-0.04,-0.29,-0.15
12.805,-0.08,-0.19,-0.28
12.810,-0.08,-0.22,-0.32
12.816,-0.01,-0.26,-0.35
12.826,0.01,-0.24,-0.23
12.827,-0.01,-0.20,-0.27
12.887,0.05,-0.24,-0.28
12.891,0.03,-0.24,-0.22
12.893,-0.01,-0.32,-0.25
12.895,0.01,-0.41,-0.19
12.897,-0.00,-0.30,-0.00
12.899,-0.04,-0.32,-0.00
12.901,-0.17,-0.29,-0.09
12.903,-0.24,-0.23,-0.28
12.905,-0.29,-0.36,-0.45
12.907,-0.30,-0.32,-0.54
12.908,-0.27,-0.32,-0.54
12.910,-0.20,-0.34,-0.56
12.912,-0.13,-0.25,-0.43
12.914,-0.26,-0.24,-0.36
12.917,-0.14,-0.26,-0.30
12.919,-0.16,-0.26,-0.21
12.921,-0.14,-0.20,-0.21
12.922,-0.12,-0.20,-0.10
12.925,-0.15,-0.17,-0.19
12.927,0.04,-0.21,-0.08
12.932,-0.05,-0.24,-0.10
12.937,0.04,-0.29,-0.13
12.941,-0.02,-0.24,-0.27
12.957,0.04,-0.22,-0.29
12.960,-0.07,-0.25,-0.37
12.961,-0.10,-0.27,-0.44
12.963,-0.10,-0.30,-0.54
13.019,-0.11,-0.34,-0.45
13.021,-0.16,-0.27,-0.53
13.022,-0.18,-0.33,-0.47
13.022,-0.33,-0.32,-0.40
13.023,-0.24,-0.36,-0.34
13.025,-0.30,-0.29,-0.22
13.027,-0.31,-0.26,-0.10
13.029,-0.35,-0.27,-0.12
13.030,-0.34,-0.19,-0.02
13.031,-0.33,-0.19,-0.09
13.032,-0.27,-0.23,-0.11
13.036,-0.20,-0.17,-0.15
13.037,-0.18,-0.14,-0.15
13.038,-0.13,-0.24,-0.14
13.039,-0.12,-0.18,-0.23
13.040,-0.06,-0.19,-0.35
13.042,-0.10,-0.16,-0.32
13.054,-0.10,-0.25,-0.19
13.057,-0.07,-0.28,-0.26
13.057,-0.00,-0.28,-0.26
13.062,0.03,-0.20,-0.18
13.117,0.04,-0.32,-0.17
13.119,0.04,-0.32,-0.20
13.120,-0.09,-0.35,-0.18
13.121,-0.05,-0.27,-0.25
13.121,-0.10,-0.28,-0.19
13.122,-0.09,-0.25,-0.13
13.123,-0.04,-0.26,-0.17
13.123,-0.09,-0.29,-0.20
13.124,-0.11,-0.30,-0.09
13.124,-0.12,-0.27,-0.10
13.125,-0.02,-0.26,-0.13
13.126,-0.03,-0.26,-0.14
13.127,-0.03,-0.28,-0.17
13.132,0.00,-0.21,-0.14
13.137,0.06,-0.24,-0.23
13.142,0.02,-0.28,-0.23
13.147,0.01,-0.28,-0.31
13.153,0.01,-0.32,-0.30
13.157,0.05,-0.40,-0.28
13.162,0.01,-0.44,-0.25
13.233,0.01,-0.39,-0.18
13.236,-0.02,-0.35,-0.14
13.238,-0.07,-0.32,-0.10
13.239,-0.12,-0.32,-0.04
13.240,-0.12,-0.26,-0.01
13.241,-0.05,-0.25,0.02
13.242,-0.05,-0.30,-0.03
13.243,-0.02,-0.33,-0.08
13.244,0.02,-0.29,-0.06
13.245,0.06,-0.30,-0.08
13.246,0.12,-0.30,-0.11
13.248,0.06,-0.27,-0.14
13.255,0.00,-0.27,-0.12
13.256,0.04,-0.30,-0.17
13.258,0.07,-0.26,-0.14
13.260,0.12,-0.26,-0.21
13.261,0.11,-0.23,-0.31
13.263,0.08,-0.23,-0.25
13.265,0.12,-0.33,-0.28
13.267,0.12,-0.37,-0.23
13.267,0.13,-0.43,-0.18
13.274,0.16,-0.50,-0.23
13.278,0.15,-0.48,-0.13
13.286,0.16,-0.52,-0.07
13.288,0.18,-0.50,-0.07
13.293,0.16,-0.46,-0.03
13.298,0.14,-0.37,-0.06
13.355,0.19,-0.28,-0.05
13.358,0.20,-0.28,-0.01
13.360,0.16,-0.22,0.00
13.361,0.13,-0.15,-0.00
13.362,0.13,-0.12,-0.03
13.362,0.13,-0.11,0.02
13.363,0.15,-0.08,0.03
13.364,0.20,-0.04,-0.00
13.365,0.19,-0.05,0.04
13.367,0.15,-0.12,0.05
13.368,0.14,-0.16,0.05
13.371,0.13,-0.17,0.07
13.373,0.16,-0.16,0.05
13.374,0.20,-0.17,-0.01
13.375,0.15,-0.12,0.01
13.384,0.16,-0.02,0.08
13.388,0.17,-0.01,0.09
13.389,0.13,-0.11,0.09
13.394,0.09,-0.20,0.10
13.399,0.04,-0.23,0.05
13.446,0.04,-0.18,0.03
13.448,0.03,-0.17,0.07
13.449,0.02,-0.20,0.03
13.450,0.03,-0.17,-0.04
13.451,0.07,-0.20,-0.04
13.451,0.03,-0.25,-0.00
13.452,0.07,-0.27,-0.02
13.453,0.13,-0.29,-0.05
13.455,0.14,-0.26,-0.06
13.456,0.22,-0.27,-0.01
13.457,0.21,-0.22,0.05
13.464,0.25,-0.22,0.07
13.466,0.30,-0.27,0.01
13.515,0.29,-0.29,0.02
13.517,0.26,-0.28,0.04
13.518,0.34,-0.25,-0.02
13.519,0.39,-0.23,-0.06
13.520,0.39,-0.21,-0.09
13.520,0.40,-0.26,-0.10
13.522,0.40,-0.22,-0.10
13.523,0.37,-0.19,-0.22
13.524,0.36,-0.15,-0.18
13.525,0.26,-0.24,-0.14
13.525,0.21,-0.27,-0.12
13.526,0.18,-0.22,-0.06
13.529,0.15,-0.24,-0.08
13.535,0.11,-0.26,-0.05
13.540,0.10,-0.30,-0.07
13.545,0.08,-0.28,-0.08
13.550,0.08,-0.25,-0.07
13.558,0.07,-0.25,-0.04
13.561,0.02,-0.27,-0.08
13.565,0.06,-0.23,-0.12
13.613,0.04,-0.23,-0.14
13.616,0.05,-0.30,-0.20
13.617,0.11,-0.27,-0.21
13.619,0.00,-0.25,-0.17
13.621,-0.02,-0.33,-0.20
13.622,0.09,-0.23,-0.20
13.624,-0.08,-0.30,-0.14
13.625,-0.04,-0.29,-0.11
13.626,-0.03,-0.32,-0.07
13.627,0.04,-0.17,-0.07
13.629,0.07,-0.17,-0.10
13.630,0.04,-0.21,-0.08
13.631,0.07,-0.29,-0.15
13.635,0.08,-0.31,-0.20
13.640,0.10,-0.28,-0.16
13.645,0.08,-0.31,-0.30
13.650,0.08,-0.24,-0.31
13.663,0.12,-0.29,-0.40
13.665,0.11,-0.22,-0.31
13.666,0.06,-0.29,-0.35
13.702,0.08,-0.32,-0.44
13.703,0.06,-0.20,-0.34
13.705,0.07,-0.32,-0.32
13.706,-0.07,-0.24,-0.22
13.707,-0.02,-0.32,-0.06
13.707,-0.05,-0.40,-0.11
13.708,-0.09,-0.21,-0.11
13.709,-0.05,-0.23,-0.13
13.710,-0.00,-0.19,-0.10
13.715,-0.02,-0.16,-0.02
13.722,-0.02,-0.17,-0.06
13.725,-0.03,-0.16,-0.14
13.730,0.01,-0.28,-0.17
13.741,-0.04,-0.27,-0.15
13.742,-0.06,-0.14,-0.17
13.745,-0.04,-0.27,-0.25
13.750,0.02,-0.22,-0.22
13.779,-0.07,-0.18,-0.20
13.782,-0.13,-0.22,-0.23
13.783,-0.10,-0.28,-0.18
13.784,-0.10,-0.18,-0.14
13.785,-0.02,-0.32,-0.15
13.785,0.01,-0.45,-0.17
13.786,0.03,-0.46,-0.17
13.787,0.11,-0.40,-0.23
13.793,0.10,-0.30,-0.21
13.796,0.20,-0.32,-0.32
13.801,0.25,-0.26,-0.37
13.811,0.23,-0.22,-0.24
13.813,0.24,-0.24,-0.35
13.817,0.26,-0.15,-0.37
13.877,0.21,-0.20,-0.27
13.880,0.18,-0.18,-0.21
13.881,0.19,-0.20,-0.29
13.882,0.14,-0.24,-0.31
13.883,0.17,-0.21,-0.23
13.884,0.13,-0.19,-0.25
13.885,0.16,-0.21,-0.18
13.886,0.22,-0.17,-0.20
13.887,0.25,-0.19,-0.16
13.888,0.21,-0.15,-0.23
13.889,0.17,-0.20,-0.19
13.890,0.13,-0.24,-0.22
13.892,0.12,-0.29,-0.24
13.893,0.15,-0.23,-0.21
13.895,0.11,-0.27,-0.28
13.897,0.08,-0.25,-0.34
13.903,0.06,-0.23,-0.35
13.910,0.08,-0.23,-0.38
13.912,0.05,-0.28,-0.40
13.917,0.03,-0.32,-0.37
13.994,0.01,-0.29,-0.32
13.997,0.02,-0.33,-0.35
13.999,-0.02,-0.32,-0.42
14.000,0.02,-0.33,-0.47
14.001,0.06,-0.30,-0.49
14.003,0.21,-0.27,-0.54
14.004,0.26,-0.22,-0.47
14.005,0.30,-0.14,-0.49
14.009,0.33,-0.08,-0.57
14.011,0.38,0.02,-0.60
14.012,0.38,-0.00,-0.61
14.013,0.45,-0.14,-0.54
14.015,0.45,-0.32,-0.53
14.016,0.42,-0.38,-0.58
14.017,0.44,-0.46,-0.61
14.018,0.47,-0.54,-0.64
14.020,0.44,-0.61,-0.66
14.021,0.43,-0.75,-0.58
14.022,0.40,-0.74,-0.59
14.024,0.46,-0.77,-0.60
14.025,0.48,-0.88,-0.61
14.028,0.45,-0.93,-0.58
14.034,0.40,-0.95,-0.55
14.048,0.31,-0.96,-0.57
14.051,0.29,-0.90,-0.56
14.053,0.24,-0.90,-0.54
14.054,0.10,-0.78,-0.49
14.103,0.06,-0.55,-0.22
14.105,-0.01,-0.32,0.36
14.106,-0.15,-0.06,0.74
14.107,-0.32,0.10,0.72
14.110,-0.42,0.12,0.53
14.111,-0.42,0.18,0.53
14.112,-0.44,0.18,0.57
14.113,-0.43,0.10,0.62
14.114,-0.35,0.04,0.66
14.114,-0.36,-0.09,0.58
14.115,-0.34,-0.24,0.55
14.116,-0.33,-0.34,0.47
14.119,-0.33,-0.42,0.36
14.127,-0.31,-0.40,0.35
14.129,-0.25,-0.44,0.41
14.133,-0.19,-0.43,0.39
14.138,-0.25,-0.35,0.29
14.171,-0.31,-0.35,0.31
14.173,-0.30,-0.25,0.33
14.174,-0.24,-0.10,0.31
14.176,-0.25,0.00,0.32
14.177,-0.25,0.04,0.38
14.178,-0.15,0.03,0.43
14.178,-0.02,0.04,0.43
14.179,0.02,0.06,0.43
14.183,0.07,0.11,0.43
14.188,0.17,0.13,0.41
14.193,0.26,0.11,0.47
14.198,0.25,0.11,0.53
14.203,0.22,0.11,0.60
14.220,0.32,0.15,0.66
14.221,0.36,0.26,0.58
14.222,0.40,0.28,0.63
14.259,0.44,0.24,0.62
14.264,0.40,0.17,0.58
14.265,0.41,0.16,0.62
14.265,0.39,0.03,0.57
14.266,0.26,-0.08,0.42
14.266,0.19,-0.13,0.36
14.267,0.12,-0.20,0.27
14.267,0.06,-0.29,0.32
14.268,0.02,-0.41,0.23
14.269,-0.03,-0.53,0.13
14.274,-0.06,-0.59,0.14
14.279,-0.09,-0.55,0.08
14.284,-0.07,-0.54,-0.04
14.289,-0.04,-0.55,-0.08
14.294,-0.05,-0.54,-0.15
14.299,-0.08,-0.42,-0.21
14.304,-0.07,-0.33,-0.24
14.313,-0.00,-0.36,-0.28
14.315,-0.03,-0.25,-0.37
14.320,-0.02,-0.29,-0.36
14.368,-0.08,-0.31,-0.32
14.371,-0.05,-0.29,-0.33
14.372,-0.02,-0.26,-0.32
14.374,0.03,-0.26,-0.35
14.375,0.03,-0.20,-0.39
14.376,-0.05,-0.19,-0.35
14.377,0.02,-0.23,-0.27
14.377,-0.01,-0.14,-0.25
14.380,-0.01,-0.14,-0.08
14.381,0.02,-0.20,0.00
14.381,0.02,-0.21,0.11
14.382,0.05,-0.21,0.22
14.385,0.05,-0.32,0.19
14.390,0.08,-0.32,0.20
14.397,0.10,-0.28,0.05
14.400,0.09,-0.32,-0.05
14.404,0.12,-0.27,-0.18
14.434,0.09,-0.19,-0.26
14.435,0.07,-0.16,-0.30
14.437,0.05,-0.23,-0.38
14.438,0.02,-0.18,-0.29
14.438,0.02,-0.17,-0.32
14.439,-0.01,-0.15,-0.29
14.440,-0.09,-0.20,-0.32
14.446,-0.08,-0.18,-0.16
14.450,-0.06,-0.20,-0.05
14.455,-0.03,-0.28,-0.05
14.460,-0.06,-0.30,0.01
14.465,-0.01,-0.29,0.12
14.470,-0.00,-0.26,0.14
14.475,0.01,-0.36,0.04
14.480,-0.02,-0.30,0.18
14.485,0.06,-0.31,-0.02
14.492,0.07,-0.41,-0.02
14.496,-0.00,-0.41,-0.14
14.501,0.03,-0.38,-0.22
14.507,0.04,-0.32,-0.28
14.519,-0.01,-0.32,-0.31
14.521,0.03,-0.40,-0.31
14.522,-0.01,-0.34,-0.32
14.574,0.09,-0.39,-0.33
14.577,0.07,-0.33,-0.28
14.578,0.12,-0.33,-0.24
14.579,0.02,-0.35,-0.23
14.581,0.06,-0.34,-0.12
14.583,0.15,-0.26,-0.03
14.584,0.12,-0.29,0.05
14.585,0.08,-0.32,0.07
14.586,0.07,-0.25,-0.07
14.587,0.07,-0.24,0.01
14.588,0.05,-0.19,-0.08
14.588,0.11,-0.12,-0.04
14.590,0.14,-0.23,-0.00
14.591,0.15,-0.20,-0.12
14.597,0.04,-0.16,-0.07
14.598,0.01,-0.27,-0.01
14.601,0.02,-0.26,-0.02
14.606,-0.08,-0.27,-0.06
14.616,-0.04,-0.16,-0.07
14.619,-0.09,-0.12,-0.08
14.621,-0.06,-0.17,0.07
14.689,-0.04,-0.17,-0.05
14.692,-0.11,-0.20,0.05
14.694,-0.11,-0.19,0.00
14.695,-0.07,-0.13,-0.02
14.697,-0.08,-0.16,-0.03
14.700,-0.06,-0.21,-0.04
14.701,0.02,-0.25,-0.12
14.702,-0.02,-0.27,-0.09
14.702,0.01,-0.23,-0.15
14.703,-0.00,-0.22,-0.06
14.704,0.05,-0.20,-0.06
14.705,-0.00,-0.22,0.06
14.706,-0.02,-0.31,0.02
14.707,-0.03,-0.28,-0.03
14.708,-0.09,-0.36,-0.12
14.709,-0.14,-0.33,-0.08
14.710,-0.17,-0.27,-0.13
14.713,-0.14,-0.33,-0.11
14.717,-0.16,-0.41,-0.11
14.722,-0.15,-0.38,-0.12
14.729,-0.20,-0.35,-0.21
14.735,-0.21,-0.27,-0.22
14.737,-0.21,-0.28,-0.17
14.741,-0.16,-0.28,-0.12
14.806,-0.19,-0.24,-0.09
14.808,-0.17,-0.17,-0.14
14.809,-0.10,-0.09,-0.09
14.810,-0.06,-0.18,-0.08
14.811,-0.00,-0.25,-0.03
14.811,0.05,-0.27,-0.05
14.812,0.09,-0.30,-0.01
14.813,0.09,-0.30,-0.06
14.816,0.06,-0.26,-0.24
14.817,0.08,-0.33,-0.23
14.818,0.04,-0.31,-0.27
14.818,-0.02,-0.27,-0.30
14.819,0.02,-0.20,-0.22
14.820,0.08,-0.21,-0.14
14.820,0.07,-0.22,-0.04
14.823,0.04,-0.23,-0.04
14.833,0.03,-0.23,0.06
14.834,-0.00,-0.15,0.07
14.837,-0.03,-0.17,0.15
14.843,-0.00,-0.23,0.19
14.896,-0.05,-0.27,0.09
14.899,-0.09,-0.17,0.08
14.900,-0.02,-0.21,0.14
14.902,0.01,-0.25,0.10
14.903,-0.06,-0.23,0.04
14.904,-0.03,-0.21,-0.00
14.905,0.02,-0.21,-0.01
14.906,0.04,-0.18,0.04
14.907,0.08,-0.16,0.08
14.908,0.07,-0.19,0.12
14.910,0.09,-0.15,0.14
14.911,0.09,-0.19,0.08
14.912,0.10,-0.27,-0.04
14.913,0.12,-0.24,-0.11
14.918,0.07,-0.27,-0.12
14.923,0.08,-0.34,-0.12
14.933,0.14,-0.31,-0.11
14.934,0.16,-0.29,-0.15
14.939,0.16,-0.29,-0.17
14.944,0.17,-0.28,-0.18
14.984,0.22,-0.24,-0.20
14.985,0.20,-0.18,-0.13
14.986,0.11,-0.17,-0.09
14.986,0.11,-0.15,-0.12
14.987,0.06,-0.15,-0.07
14.988,-0.12,-0.36,1.16
14.988,-0.41,-0.29,1.95
14.989,-0.66,-0.21,1.81
14.989,-0.56,-0.10,1.27
14.993,-0.19,0.20,-0.33
14.998,0.04,-0.05,-0.10
15.003,0.09,-0.17,0.30
15.008,0.09,-0.20,-0.19
15.014,0.05,-0.21,-0.55
15.018,0.11,-0.24,-0.51
15.023,0.17,-0.28,-0.59
15.028,0.24,-0.27,-0.68
15.052,0.37,-0.26,-0.75
15.053,0.43,-0.32,-0.75
15.054,0.43,-0.29,-0.70
15.055,0.34,-0.25,-0.60
15.056,0.23,-0.23,-0.52
15.058,0.08,-0.27,-0.54
15.064,-0.11,-0.21,-0.56
15.069,-0.27,-0.21,-0.56
15.074,-0.32,-0.23,-0.57
15.079,-0.36,-0.23,-0.56
15.084,-0.44,-0.28,-0.42
15.089,-0.36,-0.39,-0.26
15.095,-0.26,-0.38,-0.07
15.100,-0.13,-0.37,0.16
15.105,0.03,-0.43,0.23
15.111,0.11,-0.36,0.33
15.121,0.16,-0.33,0.31
15.130,0.21,-0.29,0.36
15.132,0.21,-0.29,0.40
15.134,0.24,-0.15,0.29
15.135,0.21,-0.10,0.15
15.175,0.19,-0.10,-0.02
15.176,0.12,-0.12,-0.08
15.177,0.05,-0.15,-0.11
15.178,0.10,-0.15,-0.06
15.179,0.02,-0.08,-0.00
15.180,-0.02,-0.11,-0.07
15.181,-0.07,-0.21,-0.07
15.181,-0.05,-0.11,-0.08
15.182,-0.11,-0.09,-0.22
15.184,-0.09,-0.15,-0.31
15.189,-0.03,-0.13,-0.43
15.194,-0.03,-0.23,-0.50
15.199,0.03,-0.21,-0.45
15.204,0.12,-0.29,-0.41
15.209,0.17,-0.24,-0.31
15.216,0.19,-0.17,-0.20
15.219,0.18,-0.14,-0.06
15.224,0.20,-0.15,0.02
15.229,0.18,-0.16,0.02
15.273,0.13,-0.29,0.02
15.274,0.10,-0.19,0.04
15.274,0.05,-0.24,-0.05
15.275,0.06,-0.30,-0.24
15.276,0.03,-0.33,-0.27
15.276,0.05,-0.40,-0.38
15.277,0.01,-0.36,-0.48
15.277,0.06,-0.28,-0.47
15.278,0.12,-0.34,-0.56
15.280,0.11,-0.26,-0.52
15.285,0.08,-0.21,-0.49
15.290,0.12,-0.22,-0.47
15.295,0.21,-0.20,-0.34
15.300,0.18,-0.27,-0.32
15.305,0.11,-0.21,-0.19
15.310,0.13,-0.26,-0.25
15.316,0.20,-0.20,-0.28
15.320,0.21,-0.23,-0.23
15.325,0.12,-0.25,-0.29
15.330,0.17,-0.29,-0.16
15.343,0.18,-0.33,-0.19
15.344,0.21,-0.24,-0.08
15.345,0.32,-0.16,0.01
15.350,0.28,-0.19,0.16
15.355,0.26,-0.19,0.23
15.360,0.15,-0.14,0.28
15.365,0.08,-0.03,0.21
15.370,0.05,0.05,-0.00
15.375,0.18,0.06,-0.05
15.380,0.12,-0.02,-0.22
15.386,0.23,0.03,-0.29
15.390,0.16,-0.01,-0.43
15.395,0.20,-0.00,-0.48
15.401,0.21,-0.09,-0.55
15.406,0.24,0.02,-0.57
15.407,0.25,-0.11,-0.55
15.410,0.20,-0.10,-0.49
15.415,0.05,-0.18,-0.35
15.421,0.09,-0.16,-0.30
15.426,0.04,-0.26,-0.30
15.431,0.01,-0.25,-0.31
15.436,-0.12,-0.23,-0.35
15.441,-0.07,-0.16,-0.46
15.446,-0.05,-0.30,-0.26
15.451,0.02,-0.30,-0.46
15.456,-0.11,-0.23,-0.45
15.461,0.04,-0.27,-0.41
15.488,0.13,-0.24,-0.39
15.489,0.09,-0.25,-0.46
15.491,0.11,-0.25,-0.50
15.492,0.06,-0.37,-0.49
15.492,-0.05,-0.36,-0.46
15.493,-0.06,-0.34,-0.56
15.496,-0.14,-0.44,-0.34
15.501,-0.26,-0.54,-0.28
15.506,-0.23,-0.58,-0.14
15.511,-0.25,-0.61,-0.00
15.516,-0.29,-0.71,0.18
15.521,-0.37,-0.73,0.15
15.526,-0.41,-0.79,0.17
15.531,-0.39,-0.80,0.10
15.536,-0.34,-0.76,0.03
15.541,-0.29,-0.74,0.08
15.546,-0.29,-0.61,0.11
15.552,-0.21,-0.57,0.10
15.557,-0.11,-0.51,-0.03
15.561,0.04,-0.40,-0.18
15.567,0.22,-0.30,-0.35
15.578,0.33,-0.24,-0.40
15.579,0.37,-0.26,-0.40
15.582,0.36,-0.29,-0.43
15.586,0.30,-0.37,-0.51
15.592,0.29,-0.43,-0.37
15.597,0.25,-0.46,-0.24
15.602,0.14,-0.51,-0.23
15.607,0.03,-0.41,-0.14
15.612,0.00,-0.37,-0.01
15.617,0.04,-0.22,0.15
15.622,0.01,-0.06,0.31
15.627,0.02,0.05,0.43
15.632,-0.03,0.04,0.41
15.637,-0.07,0.08,0.30
15.642,-0.15,0.07,0.20
15.647,-0.23,0.10,0.08
15.653,-0.37,0.08,-0.05
15.657,-0.48,0.02,-0.22
15.662,-0.59,0.01,-0.34
15.686,-0.66,-0.01,-0.38
15.687,-0.78,-0.01,-0.43
15.688,-0.88,-0.03,-0.40
15.689,-0.84,-0.05,-0.36
15.690,-0.82,-0.17,-0.16
15.692,-0.89,-0.23,0.17
15.697,-0.98,-0.12,0.19
15.702,-0.90,-0.14,-0.30
15.707,-0.77,-0.26,-0.61
15.712,-0.71,-0.29,-0.42
15.718,-0.66,-0.26,-0.28
15.722,-0.56,-0.22,-0.43
15.730,-0.53,-0.19,-0.47
15.733,-0.54,-0.19,-0.47
15.738,-0.51,-0.18,-0.49
15.743,-0.46,-0.14,-0.51
15.748,-0.37,-0.14,-0.63
15.754,-0.36,-0.12,-0.69
